prompt,pattern
"Hello, I tried to clone a repository in github without forking it in workspace using ""Coder"" website. Thus, I created an workspace and opened terminal, and wrote git clone --origin upstream git@github.com:(github url).git. However, I could find a error, ""fatal : could not read from remote repository"". How can I fix it? I am new to Git and Coder, so please explain it.",Instructional
"Write a browser userscript code that redirects twitter profile link clicks to profile's media timeline, but excludes clicks from media timeline, also exclude possible redirects from Twitter's internal pages such as settings",Zero-shot
Thank you. Does this include window and tab location redirects from twitter.com/profile to twitter.com/profile/media not only link clicks? Can you combine these?,Zero-shot
"Can you add to exclude all urls under /settings/* and /messages, I mean that the code wouldn't add /media other than to profile links snd window/tab location, for example prevent such as twitter.com/messages/media or such as /bookmarks/media from occuring, thank you",Zero-shot
"And so that the code doesn't redirect from twitter.com/username/media back to media timeline? Also not from username/following, username/followers, username/likes etc to media timeline but only from twitter.com/username? 🙂",Zero-shot
Browse https://github.com/deep-foundation/deeplinks/issues/2 and ask all questions that are required to clarify the task.,Zero-shot
"Try answer question 3, 8 using browsing.",Zero-shot
"Answer question 8 using browsing. Direct link to Versions is available in issue's link, you can Navigate to Versions page from there, no need to use bing search in that case, only navigation on GitHub.",Zero-shot
What answers to first 10 questions can be inferred from the context we collected?,Zero-shot
"J’ai un project ou j’utilise React pour le front, et node.JS pour le back. On utilise jwt pour gérer l’authentification des utilisateurs. Le Login marche correctement, mais je me demande comment on gère le logout? Peut tu me dire quoi faire, pour le front et le back",Zero-shot
markedによってパースしたマークダウンをmermaid記法に対応させるには,Zero-shot
"I'm using TouchableOpacity in React, but opacity is lightened even when the user is dragging a list, which is not standard behavior. Why is this happening and how do I fix this?",Instructional
"To be clear, I want the user to receive feedback when they touch an item in a list. What I do *not* want is for the user to receive this feedback when they are dragging to scroll the list.",Instructional
"Great. This appears to be a solution. Also, I want the opacity to be dimmed only for the duration of the tap, or for a much shorter period of time. Right now the opacity change lasts until the next screen loads.",Zero-shot
TouchableOpacity offers no parameter for this or direct way to do it?,Zero-shot
The R code is incorrect,Zero-shot
still wrong,Zero-shot
Use tidyverse solution,Zero-shot
How do I fix a long chapter title to display correctly in LaTeX?,Zero-shot
How can I add line breaks for the long chapter heading but not in the table of contents?,Zero-shot
How to use requests_mock to mock a streaming event-stream response,Zero-shot
what is the best way to change the page <title> when using react?,Zero-shot
With a maven pom.xm and one dependency how programaticaly I can see their dependencies,Zero-shot
in flutter. how can you implement a scrollable list that loads new data from an api?,Instructional
"Ok, but instead of just for my repo, what I want to do is a create a Github Action in the marketplace so that others can use the aicodebot to do reviews on each commit",Zero-shot
"Ok, I created a github user called aicodebot, how do I get the comment to come from that user?",Zero-shot
"ok, what's a good way for me to test all of this? I assume there will be lots of iterations to get it right",Zero-shot
"Ok, list out the steps for me",Instructional
Will the aicodebot-action repo be the one that has the  AICODEBOT_TOKEN?,Zero-shot
"Hmm, that's not going to work. I have the login information for the aicodebot user, but if anyone else wants to use this github action...",Zero-shot
"Yeah, that's really not going to work either.  What are my other options for surfacing the output of the ""review"" command for each commit",Zero-shot
Tell me more about #1,Zero-shot
could you modify the bitcoin proof of work to include some lookup logic within the blockchain itself - this would make mining require computers with a lot of physical storage or high ram,Zero-shot
so can you give me a modified proof of work implementation with the features i requested in the beginning?,Zero-shot
"I'm a ruby on rails developer using version 7. By default there are 3 environments: test, development and production. I would like to add an ""integration"" environment. What would be the recommended way?",Zero-shot
Try using the term blank as an alternative to empty,Zero-shot
I want shorter options ideally - though still not single characters,Zero-shot
I like --empty-null more like that please,Zero-shot
What other terms could there be for an empty cell in a CSV document other than empty and blank?,Zero-shot
How to decide between 502 or 503?,Zero-shot
What does an invalid or unexpected response look like?,Zero-shot
"Same pattern but for streaming JSON, using the ijson library - I want to remove any key from any object if it starts with _ but leave the rest of the nested JSON structure alone, again with async generators",Zero-shot
In windows os does axios pick up the systemwide proxy configuration setup inside windows ?,Zero-shot
how to protect express login/register api. that can only be called  a specific react native app not anywhere else,Zero-shot
how to implement DCC(Direct Client-to-Client protocol)?,Zero-shot
Where will the npm install files be located?,Zero-shot
How would I keep it separate?,Zero-shot
"Instead of a volume, can this be stored in the image somehow?",Zero-shot
Warpは波ではなくワープと訳してください,Zero-shot
"4.2 Post-Scheduling Fusion
We propose to decompose the scheduling of a fused sub-graph into
two steps, as shown in Figure 9. In step 1 , we select the anchor
operator as TVM [9] does, but only schedule the anchor operator
alone. In step 2 , we fuse the surrounding operators to the scheduled
tensor program of the anchor operator automatically. With this
decoupling, the scheduling of the anchor operator does not need to
consider the whole sub-graph but only the implementation of itself,
which greatly reduces the engineering efforts required to a design
schedule template for sub-graph compared with AutoTVM [11].

Because the fusion is done after we schedule the operator, we call
this approach post-scheduling fusion.
In post-scheduling fusion, the anchor operator can be fused with
operators before (as prologues) and after (as epilogues) it. We decide
if an operator is fusible based on its characteristics. If an operator
has no reduction computation, it is defined as injective and qualified
as a prologue operator. If an operator is injective and each element
in the input tensor contributes to a single element in the output
tensor, it is defined as bijective and qualified as an epilogue operator.
For example, all elementwise operators (e.g., addition, ReLU [3]) and
transform operators (e.g., reshape, transpose) are bijective operators
and are qualified as both prologue and epilogue operators. With
post-scheduling fusion, we can concentrate on the scheduling of a
single operator while supporting flexible and effective fusion.",Instructional
"ask mapping composition is a powerful tool to construct new
task mappings. Figure 12 gives some examples of task mapping
composition. Besides these examples, task mapping spatial(4,
2) * repeat(2, 2) * spatial(4, 8) * repeat(4, 4) is used
in matrix multiplication with CUDA Core [40]. They correspond
to the warps in a block (4x2), the number of repeats for each warp
(2x2), the layout of threads in a warp (4x8), and the number of C
elements each thread works on (4x4), respectively.",Zero-shot
"6.3.5 Comparison with TensorRT. We also compare Hidet with
TensorRT [27] 8.4.1.5, a high-performance deep learning inference
engine provided by NVIDIA. TensorRT applied both graph-level
and operator-level optimizations. Figure 22 shows the comparison
of TensorRT and Hidet. Hidet outperforms TensorRT on the three
CNNs because Hidet is able to tune for the given input sizes and
fuse operators automatically according to their mathematical definition. On the other hand, TensorRT outperforms Hidet on the
transformer [55] networks such as Bert and GPT-2. Since TensorRT
is close-sourced, we speculate, by interpreting its optimization log,
that TensorRT recognizes self-attention layers in transformer models and applies dedicated optimizations due to the popularity of
these models. On the other hand, Hidet only has two schedule
templates to cover all operators in benchmarked networks.",Zero-shot
What is an OpenCL image type and how does it relate to this issue?,Zero-shot
What is removing the gate in this context?,Zero-shot
Can you see why the gate is not needed?,Zero-shot
I am confused - where should I add/update this Blade code?,Zero-shot
In regards to the email attribute I should note that while I have an 'email' column in my Contact model - in the spreadsheet csv that I am importing the column header is set as 'Email' - will this make a difference?,Zero-shot
I have 2 composer in root project and directory of app. How to add new package and using in controller?,Zero-shot
please present an integration plan against the ari2c RPC service interface in relation to the modules that address torrent and magnet transfers in webtorrent,Zero-shot
"which webtorrent js files are the most relevant to place a new protocol adapter , and which modules  of webtorrent ore of a significant benefit to duplicate and surgically alter in order to wrap the existing calls around rpc features of the ari2c service ?",Zero-shot
"please propose a cloned or augmented torrent.js source file that will initiate the check for an aria2 rpc switch, available binary on the path, and initialization/session code corersponding to aria2 wiring in replacements for server.js, swarm.js, tracker.js and peer.js code access",Zero-shot
"I have mongodb storing data, and nextjs app. I want to use next-auth with database is mongo",Zero-shot
"But with this changes mine ContractRpc not working, how i can resolve it?",Zero-shot
"In this case user need to pass many objects which him no need for Read operation! for Read operation, need only RpcRequest request",Zero-shot
"What is IServiceProvider, i need to write it, tell me abut it more please, write me all part of code what me need to change",Zero-shot
"It did the following transformation wrong:
openapi_url:  https://sheet-generator.brandzzy.com/openapi.yaml
root_url:  openapi://

wheras it should have been:
openapi_url:  https://sheet-generator.brandzzy.com/openapi.yaml
root_url:  https://sheet-generator.brandzzy.com",Zero-shot
text is aa str,Zero-shot
can i use components written in another js framework (or vanille) in vue 3?,Zero-shot
Can you replace the comments so I can copy paste directly.,Zero-shot
"I have a mongo database (using mongoose via typescript) of flightplans from vatsim. Every 15 minutes I receive a new list of active flights from a REST API.

What's a good way to go through and apply updates? I need to:

1) Add any new flights that aren't in the database
2) Remove any flights that are no longer in the REST API response
3) Update the data of any flights whose data is different from what I received from the latest REST call",Instructional
"ok thanks, I'll play around with this",Zero-shot
"What are the main approaches to building Linux packages, e.g. DEB, RPM, for a Go project? My goal is to enhance the CI jobs that are triggered when Git commits are pushed so that each release will include the Linux packages in addition to the binaries we are already building and releasing.",Zero-shot
